GeneMark.hmm PROKARYOTIC (Version 3.20)
Date: Sat Jun 20 16:08:48 2020
Sequence file name: sequence
Model file name: itr_2.mod
RBS: true
Model information: GeneMarkS_default_gcode_1

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 1906        +     4571878     4574922         3045        1
 1907        +     4575048     4577174         2127        1
 1908        +     4580781     4582364         1584        1
 1909        +     4582963     4584285         1323        1
 1910        +     4584524     4585666         1143        1
 1911        +     4585806     4593287         7482        1
 1912        +     4594924     4596117         1194        1
 1913        +     4596941     4598176         1236        1
 1914        +     4598268     4600697         2430        1
 1915        +    <4600964     4602973         2010        1
 1916        +     4604658     4605905         1248        1
 1917        +     4606592     4607560          969        1
 1918        +     4608338     4609843         1506        1
 1919        +     4610585     4611799         1215        1
 1920        +     4612211     4613116          906        1
 1921        +     4613471     4614610         1140        1
 1922        +     4615280     4615600          321        1
 1923        +     4616801     4618582         1782        1
 1924        +     4619330     4620184          855        1
 1925        +     4622090     4622971          882        1
 1926        +     4624285     4625043          759        1
 1927        +     4626317     4627657         1341        1
 1928        +     4627999     4629195         1197        1
 1929        +     4629584     4630627         1044        1
 1930        +     4630772     4631779         1008        1
 1931        +     4632000     4633085         1086        1
 1932        +     4633707     4636514         2808        1
 1933        +     4636767     4637660          894        1
 1934        +     4638118     4638798          681        1
 1935        +     4639174     4640778         1605        1
 1936        +     4641321     4644272         2952        1
 1937        +     4644756     4645676          921        1
 1938        +     4646100     4647008          909        1
 1939        +     4647290     4648477         1188        1
 1940        +     4649042     4652524         3483        1
 1941        +     4653017     4654723         1707        1
 1942        +     4655250     4656407         1158        1
 1943        +     4657143     4658411         1269        1
 1944        +    <4659266     4659781          516        1
 1945        +     4661341     4663845         2505        1
 1946        +     4664145     4664816          672        1
 1947        +     4665586     4668996         3411        1
 1948        +     4669683     4672943         3261        1
 1949        +     4673448     4674380          933        1
 1950        +     4674458     4675549         1092        1
 1951        +     4676346     4677749         1404        1
 1952        +     4677951     4678778          828        1
 1953        +     4679379     4680125          747        1
 1954        +     4680451     4682094         1644        1
 1955        +     4682442     4683587         1146        1
 1956        +     4683971     4684834          864        1
 1957        +     4685336     4686607         1272        1
 1958        +     4689425     4690831         1407        1
 1959        +     4691511     4692644         1134        1
 1960        +     4693147     4696059         2913        1
 1961        +     4696757     4698304         1548        1
 1962        +    <4698614     4700062         1449        1
 1963        +     4700343     4701689         1347        1
 1964        +     4701976     4702350          375        1
 1965        +     4703514     4704248          735        1
 1966        +     4704734     4705780         1047        1
 1967        +     4706243     4710733         4491        1
 1968        +     4711378     4714095         2718        1
 1969        +     4714596     4715855         1260        1
 1970        +     4717639     4718625          987        1
 1971        +     4719021     4720823         1803        1
 1972        +     4721538     4723859         2322        1
 1973        +     4724500     4726593         2094        1
 1974        +     4728494     4729486          993        1
 1975        +     4729727     4730578          852        1
 1976        +     4731108     4732760         1653        1
 1977        +     4732959     4734416         1458        1
 1978        +     4735142     4735876          735        1
 1979        +     4736335     4737954         1620        1
 1980        +    <4738274     4739095          822        1
 1981        +     4739597     4742179         2583        1
 1982        +     4742910     4744886         1977        1
 1983        +     4746007     4747644         1638        1
 1984        +     4749198     4750601         1404        1
 1985        +     4750733     4752082         1350        1
 1986        +     4752313     4754289         1977        1
 1987        +     4754556     4756442         1887        1
 1988        +     4756980     4757753          774        1
 1989        +     4758754     4759308          555        1
 1990        +     4760103     4761836         1734        1
 1991        +     4762017     4764695         2679        1
 1992        +     4765100     4769488         4389        1
 1993        +     4769986     4772358         2373        1
 1994        +     4773068     4773754          687        1
 1995        +     4775730     4776809         1080        1
 1996        +     4778207     4781515         3309        1
 1997        +     4781974     4783626         1653        1
 1998        +     4785566     4788370         2805        1
 1999        +     4788945     4789559          615        1
 2000        +     4789873     4791126         1254        1
 2001        +     4791442     4796391         4950        1
 2002        +     4797151     4798011          861        1
 2003        +     4801559     4804681         3123        1
 2004        +     4806092     4807513         1422        1
 2005        +     4808010     4811306         3297        1
 2006        +     4811388     4812677         1290        1
 2007        +     4812953     4813513          561        1
 2008        +     4813990     4815558         1569        1
 2009        +     4815848     4818373         2526        1
 2010        +     4818858     4820135         1278        1
 2011        +     4820644     4821450          807        1
 2012        +     4821841     4822506          666        1
 2013        +     4823123     4824439         1317        1
 2014        +     4825038     4825961          924        1
 2015        +     4826837     4827160          324        1
 2016        +     4828913     4830937         2025        1
 2017        +     4831241     4832716         1476        1
 2018        +     4833249     4833656          408        1
 2019        +     4834382     4836331         1950        1
 2020        +     4837457     4842349         4893        1
 2021        +     4842667     4845465         2799        1
 2022        +     4845869     4847893         2025        1
 2023        +     4849133     4850857         1725        1
 2024        +     4851713     4852147          435        1
 2025        +     4853986     4854900          915        1
 2026        +    <4855307     4855972          666        1
 2027        +     4856798     4858435         1638        1
 2028        +     4858677     4859288          612        1
 2029        +     4861704     4863047         1344        1
 2030        +     4863414     4864007          594        1
 2031        +     4864695     4870502         5808        1
 2032        +     4870703     4872052         1350        1
 2033        +     4872852     4874810         1959        1
 2034        +     4875020     4876090         1071        1
 2035        +     4876755     4878704         1950        1
 2036        +     4879149     4880042          894        1
 2037        +     4880544     4881404          861        1
 2038        +     4881701     4882945         1245        1
 2039        +     4883198     4884181          984        1
 2040        +     4884313     4885044          732        1
 2041        +     4885524     4887281         1758        1
 2042        +     4888947     4890593         1647        1
 2043        +     4890887     4892062         1176        1
 2044        +     4892333     4894615         2283        1
 2045        +     4894933     4896732         1800        1
 2046        +     4897132     4898955         1824        1
 2047        +     4899279     4900838         1560        1
 2048        +    <4901122     4903005         1884        1
 2049        +     4903887     4906019         2133        1
 2050        +     4908486     4909565         1080        1
 2051        +     4910252     4910770          519        1
 2052        +     4911219     4913792         2574        1
 2053        +     4914120     4916276         2157        1
 2054        +     4916648     4919071         2424        1
 2055        +     4920002     4920790          789        1
 2056        +     4921212     4923233         2022        1
 2057        +     4924036     4924674          639        1
 2058        +     4925919     4927457         1539        1
 2059        +     4927977     4929803         1827        1
 2060        +     4933588     4936647         3060        1
 2061        +     4937223     4938878         1656        1
 2062        +     4939586     4941106         1521        1
 2063        +     4941400     4943052         1653        1
 2064        +     4944199     4945647         1449        1
 2065        +     4946283     4948067         1785        1
 2066        +     4948347     4949102          756        1
 2067        +     4949718     4950380          663        1
 2068        +     4950814     4952118         1305        1
 2069        +     4952627     4953610          984        1
 2070        +    <4953928     4956954         3027        1
 2071        +     4957288     4958220          933        1
 2072        +     4958524     4959975         1452        1
 2073        +     4961182     4961916          735        1
 2074        +    <4962281     4964767         2487        1
 2075        +     4964928     4966019         1092        1
 2076        +     4966366     4967151          786        1
 2077        +     4967614     4967922          309        1
 2078        +     4972630     4973748         1119        1
 2079        +     4974973     4975755          783        1
 2080        +     4976317     4979034         2718        1
 2081        +     4979481     4980908         1428        1
 2082        +     4982079     4983305         1227        1
 2083        +     4983570     4990646         7077        1
 2084        +     4991219     4995412         4194        1
 2085        +     4995777     4996817         1041        1
 2086        +     4997469     4998479         1011        1
 2087        +     5001166     5003253         2088        1
 2088        +     5003396     5005021         1626        1
 2089        +     5005368     5006951         1584        1
 2090        +     5009112     5010131         1020        1
 2091        +     5010986     5012863         1878        1
 2092        +     5013535     5014416          882        1
 2093        +     5015425     5017782         2358        1
 2094        +     5018301     5019581         1281        1
 2095        +     5019940     5023716         3777        1
 2096        +     5024212     5025567         1356        1
 2097        +     5026126     5027694         1569        1
 2098        +     5028246     5030906         2661        1
 2099        +     5031131     5031784          654        1
 2100        +     5032312     5034468         2157        1
 2101        +    <5034629     5036911         2283        1
 2102        +     5037551     5039641         2091        1
 2103        +     5042628     5042990          363        1
 2104        +     5044871     5045773          903        1
 2105        +     5048136     5050049         1914        1
 2106        +     5051096     5051464          369        1
 2107        +     5052174     5056067         3894        1
 2108        +     5056549     5057052          504        1
 2109        +     5057681     5059570         1890        1
 2110        +     5059985     5061313         1329        1
 2111        +     5062293     5063012          720        1
 2112        +     5064530     5065753         1224        1
 2113        +     5066115     5067683         1569        1
 2114        +     5068318     5068965          648        1
 2115        +     5069944     5071200         1257        1
 2116        +     5071737     5074742         3006        1
 2117        +     5075721     5077970         2250        1
 2118        +     5081488     5083197         1710        1
 2119        +     5086993     5088207         1215        1
 2120        +     5089087     5091798         2712        1
 2121        +     5092259     5094286         2028        1
 2122        +     5094808     5095251          444        1
 2123        +     5096057     5097016          960        1
 2124        +     5097538     5098776         1239        1
 2125        +     5099216     5099872          657        1
 2126        +     5100721     5102322         1602        1
 2127        +     5103344     5104312          969        1
 2128        +     5106476     5108092         1617        1
 2129        +     5108287     5109687         1401        1
 2130        +     5110056     5112965         2910        1
 2131        +     5113972     5114649          678        1
 2132        +     5115453     5117486         2034        1
 2133        +     5118428     5119021          594        1
 2134        +     5121216     5124446         3231        1
 2135        +     5125545     5127089         1545        1
 2136        +     5127382     5127723          342        1
 2137        +     5131508     5132293          786        1
 2138        +     5132525     5134363         1839        1
 2139        +     5135010     5136605         1596        1
 2140        +     5137350     5138099          750        1
 2141        +     5138491     5139018          528        1
 2142        +     5140345     5142075         1731        1
 2143        +    <5142661     5145081         2421        1
 2144        +     5145530     5147251         1722        1
 2145        +     5147980     5149191         1212        1
 2146        +     5150084     5151940         1857        1
 2147        +     5152354     5153673         1320        1
 2148        +     5154301     5156712         2412        1
 2149        +     5157178     5157726          549        1
 2150        +     5159544     5160953         1410        1
 2151        +     5161900     5163147         1248        1
 2152        +     5163806     5165158         1353        1
 2153        +     5165458     5168061         2604        1
 2154        +     5168631     5169941         1311        1
 2155        +     5170816     5172351         1536        1
 2156        +     5173690     5174778         1089        1
 2157        +     5175205     5176635         1431        1
 2158        +     5177467     5180073         2607        1
 2159        +     5180405     5181628         1224        1
 2160        +     5181930     5182757          828        1
 2161        +     5183821     5184384          564        1
 2162        +     5184917     5185453          537        1
 2163        +     5185857     5186612          756        1
 2164        +     5187493     5190810         3318        1
 2165        +     5191043     5192917         1875        1
 2166        +     5193936     5195948         2013        1
 2167        +     5196712     5198112         1401        1
 2168        +     5199704     5202547         2844        1
 2169        +     5202810     5204399         1590        1
 2170        +     5205102     5206208         1107        1
 2171        +     5207334     5208086          753        1
 2172        +     5209158     5209970          813        1
 2173        +     5210210     5211721         1512        1
 2174        +     5212039     5213346         1308        1
 2175        +     5213934     5216831         2898        1
 2176        +    <5217133     5218551         1419        1
 2177        +     5218814     5221612         2799        1
 2178        +     5222083     5224386         2304        1
 2179        +     5224634     5226667         2034        1
 2180        +     5226992     5228254         1263        1
 2181        +     5229075     5231318         2244        1
 2182        +     5231811     5232131          321        1
 2183        +     5233008     5235302         2295        1
 2184        +     5235824     5236435          612        1
 2185        +     5237044     5239962         2919        1
 2186        +     5240362     5241264          903        1
 2187        +     5241516     5242856         1341        1
 2188        +     5243307     5245109         1803        1
 2189        +     5245368     5245952          585        1
 2190        +     5246899     5249010         2112        1
 2191        +     5249233     5251668         2436        1
 2192        +     5252041     5252568          528        1
 2193        +     5253113     5253994          882        1
 2194        +     5255726     5256994         1269        1
 2195        +     5257436     5257924          489        1
 2196        +     5258698     5261676         2979        1
 2197        +     5261931     5263607         1677        1
 2198        +     5264140     5270739         6600        1
 2199        +     5271095     5272696         1602        1
 2200        +     5272975     5273982         1008        1
 2201        +     5276036     5277760         1725        1
 2202        +     5278318     5278932          615        1
 2203        +     5282090     5282782          693        1
 2204        +     5283301     5285250         1950        1
 2205        +     5285978     5287363         1386        1
 2206        +     5287743     5290931         3189        1
 2207        +     5291630     5293465         1836        1
 2208        +     5294208     5294810          603        1
 2209        +     5297077     5297796          720        1
 2210        +     5300045     5301580         1536        1
 2211        +     5303143     5304468         1326        1
 2212        +     5304959     5305915          957        1
 2213        +     5307775     5308536          762        1
 2214        +     5309105     5310463         1359        1
 2215        +     5310910     5312808         1899        1
 2216        +     5313378     5313830          453        1
 2217        +     5314392     5317868         3477        1
 2218        +     5318388     5319911         1524        1
 2219        +     5320455     5322482         2028        1
 2220        +     5322943     5324400         1458        1
 2221        +     5325210     5328503         3294        1
 2222        +     5328910     5329719          810        1
 2223        +     5330474     5332342         1869        1
 2224        +     5332723     5333934         1212        1
 2225        +     5334271     5336568         2298        1
 2226        +    <5336789     5337943         1155        1
 2227        +     5338346     5339329          984        1
 2228        +     5339934     5341472         1539        1
 2229        +     5342423     5344018         1596        1
 2230        +     5344332     5346761         2430        1
 2231        +     5347025     5348071         1047        1
 2232        +     5349934     5353407         3474        1
 2233        +     5354146     5355387         1242        1
 2234        +     5356545     5356976          432        1
 2235        +     5357722     5358339          618        1
 2236        +     5359009     5360034         1026        1
 2237        +     5360739     5362082         1344        1
 2238        +     5362455     5364821         2367        1
 2239        +     5365684     5366700         1017        1
 2240        +     5367562     5369553         1992        1
 2241        +     5370002     5375071         5070        1
 2242        +    <5375354     5377894         2541        1
 2243        +     5378310     5379218          909        1
 2244        +    <5379519     5380670         1152        1
 2245        +     5381427     5382557         1131        1
 2246        +     5383615     5384295          681        1
 2247        +     5384931     5386175         1245        1
 2248        +     5386724     5387845         1122        1
 2249        +     5388073     5389917         1845        1
 2250        +     5390754     5391236          483        1
 2251        +     5393675     5395099         1425        1
 2252        +     5395756     5396886         1131        1
 2253        +     5397220     5399301         2082        1
 2254        +     5399535     5400863         1329        1
 2255        +     5401404     5401889          486        1
 2256        +     5402235     5403452         1218        1
 2257        +     5403806     5404171          366        1
 2258        +     5406792     5408687         1896        1
 2259        +     5409743     5410546          804        1
 2260        +     5411053     5418060         7008        1
 2261        +     5418852     5420813         1962        1
 2262        +    <5420945     5421328          384        1
 2263        +     5423575     5424675         1101        1
 2264        +     5425166     5426716         1551        1
 2265        +     5426983     5427801          819        1
 2266        +     5428530     5430044         1515        1
 2267        +     5430413     5431309          897        1
 2268        +     5431731     5433209         1479        1
 2269        +     5434169     5435098          930        1
 2270        +     5437699     5438988         1290        1
 2271        +     5440186     5441007          822        1
 2272        +     5443108     5444103          996        1
 2273        +     5444652     5447099         2448        1
 2274        +     5447486     5447989          504        1
 2275        +     5448627     5450768         2142        1
 2276        +     5453161     5454762         1602        1
 2277        +     5455098     5457758         2661        1
 2278        +     5458610     5460538         1929        1
 2279        +     5460695     5462122         1428        1
 2280        +     5462350     5464182         1833        1
 2281        +     5464281     5466389         2109        1
 2282        +     5466782     5468017         1236        1
 2283        +     5468355     5469695         1341        1
 2284        +     5470287     5472710         2424        1
 2285        +     5474398     5476041         1644        1
 2286        +     5476938     5477591          654        1
 2287        +     5480640     5482472         1833        1
 2288        +     5482763     5486479         3717        1
 2289        +     5486999     5487619          621        1
 2290        +     5488006     5492421         4416        1
 2291        +     5492681     5494153         1473        1
 2292        +     5494386     5495492         1107        1
 2293        +     5495890     5497029         1140        1
 2294        +     5497336     5498253          918        1
 2295        +     5498912     5500201         1290        1
 2296        +     5500812     5502230         1419        1
 2297        +     5502585     5503979         1395        1
 2298        +     5505459     5507435         1977        1
 2299        +     5508078     5509265         1188        1
 2300        +     5509679     5510443          765        1
 2301        +     5511125     5511772          648        1
 2302        +     5512666     5513406          741        1
 2303        +    <5513858     5514538          681        1
 2304        +     5516082     5518307         2226        1
 2305        +     5518668     5519948         1281        1
 2306        +     5520504     5521391          888        1
 2307        +     5522532     5524310         1779        1
 2308        +     5524672     5527116         2445        1
 2309        +     5527776     5528711          936        1
 2310        +     5529021     5530778         1758        1
 2311        +     5531859     5532515          657        1
 2312        +     5533269     5533877          609        1
 2313        +     5534239     5534853          615        1
 2314        +     5535859     5537706         1848        1
 2315        +     5538833     5540821         1989        1
 2316        +     5541242     5542276         1035        1
 2317        +     5542543     5544597         2055        1
 2318        +     5544756     5546705         1950        1
 2319        +     5547020     5549362         2343        1
 2320        +     5550028     5550942          915        1
 2321        +     5551419     5552564         1146        1
 2322        +     5552864     5553808          945        1
 2323        +     5554233     5555258         1026        1
 2324        +     5555623     5556510          888        1
 2325        +     5557103     5559859         2757        1
 2326        +     5560561     5561487          927        1
 2327        +     5562536     5564605         2070        1
 2328        +     5564866     5566152         1287        1
 2329        +     5566476     5568227         1752        1
 2330        +     5568665     5572183         3519        1
 2331        +     5572594     5573730         1137        1
 2332        +     5574099     5575763         1665        1
 2333        +     5576274     5577503         1230        1
 2334        +     5577951     5582492         4542        1
 2335        +     5582813     5583274          462        1
 2336        +     5584313     5590903         6591        1
 2337        +     5591337     5594012         2676        1
 2338        +     5594768     5595502          735        1
 2339        +     5595777     5596286          510        1
 2340        +     5597240     5598412         1173        1
 2341        +     5601856     5604156         2301        1
 2342        +     5604285     5605583         1299        1
 2343        +     5607216     5609015         1800        1
 2344        +     5609389     5611434         2046        1
 2345        +     5611744     5612598          855        1
 2346        +     5612938     5615088         2151        1
 2347        +     5615745     5616197          453        1
 2348        +     5617576     5617950          375        1
 2349        +     5618714     5623792         5079        1
 2350        +     5624218     5630094         5877        1
 2351        +     5630427     5631017          591        1
 2352        +     5631889     5632899         1011        1
 2353        +     5633576     5635240         1665        1
 2354        +     5636501     5637193          693        1
 2355        +     5638181     5638681          501        1
 2356        +     5638683    >5638982          300        1
 2357        +     5639465     5640487         1023        1
 2358        +     5642134     5643162         1029        1
 2359        +     5643472     5643888          417        1
 2360        +     5644877     5645530          654        1
 2361        +     5645973     5647313         1341        1
 2362        +     5648526     5649434          909        1
 2363        +     5650510     5651784         1275        1
 2364        +     5652291     5653898         1608        1
 2365        +    <5654061     5654993          933        1
 2366        +     5655415     5655846          432        1
 2367        +     5656218     5657576         1359        1
 2368        +     5657751     5658980         1230        1
 2369        +     5659256     5662312         3057        1
 2370        +     5662608     5664377         1770        1
 2371        +     5664719     5667022         2304        1
 2372        +     5667786     5669312         1527        1
 2373        +     5670009     5671622         1614        1
 2374        +     5671815     5672411          597        1
 2375        +     5675611     5679630         4020        1
 2376        +     5680173     5680967          795        1
 2377        +     5681545     5682681         1137        1
 2378        +     5684667     5687927         3261        1
 2379        +     5689965     5692928         2964        1
 2380        +     5693434     5694357          924        1
 2381        +     5694683     5697319         2637        1
 2382        +     5697673     5699046         1374        1
 2383        +     5700881     5702236         1356        1
 2384        +     5702494     5703036          543        1
 2385        +     5704117     5706528         2412        1
 2386        +     5706960     5708363         1404        1
 2387        +     5709121     5709879          759        1
 2388        +     5710121     5712145         2025        1
 2389        +     5712567     5714789         2223        1
 2390        +     5715372     5716688         1317        1
 2391        +     5717243     5718889         1647        1
 2392        +     5719345     5721060         1716        1
 2393        +     5724021     5725859         1839        1
 2394        +     5726248     5728194         1947        1
 2395        +     5729351     5732026         2676        1
 2396        +     5732644     5733798         1155        1
 2397        +     5734450     5736204         1755        1
 2398        +     5736634     5737788         1155        1
 2399        +     5740931     5742301         1371        1
 2400        +     5742859     5743926         1068        1
 2401        +     5744385     5745524         1140        1
 2402        +     5745750     5747729         1980        1
 2403        +     5748349     5751687         3339        1
 2404        +     5752067     5753800         1734        1
 2405        +     5754107     5755759         1653        1
 2406        +     5756298     5762096         5799        1
 2407        +     5764714     5766390         1677        1
 2408        +     5767841     5768197          357        1
 2409        +     5772467     5774308         1842        1
 2410        +     5774663     5776210         1548        1
 2411        +     5776667     5779387         2721        1
 2412        +     5779715     5782042         2328        1
 2413        +     5782485     5784434         1950        1
 2414        +     5784973     5786238         1266        1
 2415        +     5788021     5788839          819        1
 2416        +     5789421     5792282         2862        1
 2417        +     5793142     5799003         5862        1
 2418        +     5799172     5800563         1392        1
 2419        +     5801038     5801961          924        1
 2420        +     5802386     5804242         1857        1
 2421        +     5805274     5805651          378        1
 2422        +     5806152     5807705         1554        1
 2423        +     5808235     5809089          855        1
 2424        +     5809341     5810324          984        1
 2425        +     5810610     5811596          987        1
 2426        +     5812225     5813889         1665        1
 2427        +     5814785     5818795         4011        1
 2428        +     5819085     5819696          612        1
 2429        +     5821580     5822959         1380        1
 2430        +     5823255     5825312         2058        1
 2431        +     5825619     5826620         1002        1
 2432        +     5826951     5827958         1008        1
 2433        +     5829216     5829980          765        1
 2434        +    <5830558     5831802         1245        1
 2435        +     5832750     5833124          375        1
 2436        +     5833419     5835542         2124        1
 2437        +     5835778     5837463         1686        1
 2438        +     5837918     5838541          624        1
 2439        +     5839221     5840429         1209        1
 2440        +     5841012     5846846         5835        1
 2441        +     5847293     5848576         1284        1
 2442        +     5849483     5849797          315        1
 2443        +     5850152     5851531         1380        1
 2444        +    <5851689     5855453         3765        1
 2445        +     5855784     5856671          888        1
 2446        +    <5856901     5858661         1761        1
 2447        +     5859502     5863188         3687        1
 2448        +     5864072     5865706         1635        1
 2449        +     5866005     5867708         1704        1
 2450        +     5868448     5870484         2037        1
 2451        +     5871977     5872810          834        1
 2452        +     5873346     5875700         2355        1
 2453        +     5875778     5876200          423        1
 2454        +     5876612     5877679         1068        1
 2455        +     5878598     5879785         1188        1
 2456        +     5881170     5883224         2055        1
 2457        +    <5883401     5884270          870        1
 2458        +     5885105     5887270         2166        1
 2459        +     5888349     5889263          915        1
 2460        +     5889503     5890177          675        1
 2461        +     5890701     5892344         1644        1
 2462        +     5892513     5892866          354        1
 2463        +     5896032     5897171         1140        1
 2464        +     5897382     5898545         1164        1
 2465        +     5899092     5900159         1068        1
 2466        +     5901010     5901672          663        1
 2467        +     5904480     5905781         1302        1
 2468        +     5907065     5909683         2619        1
 2469        +     5910469     5912088         1620        1
 2470        +     5912402     5913487         1086        1
 2471        +     5914030     5915988         1959        1
 2472        +     5916647     5917603          957        1
 2473        +     5917994     5921923         3930        1
 2474        +     5922992     5924707         1716        1
 2475        +     5925356     5926510         1155        1
 2476        +     5926919     5928847         1929        1
 2477        +     5929341     5930852         1512        1
 2478        +     5931047     5931943          897        1
 2479        +     5932539     5934884         2346        1
 2480        +     5935611     5936585          975        1
 2481        +    <5936928     5941505         4578        1
 2482        +     5942027     5944117         2091        1
 2483        +     5944722     5945630          909        1
 2484        +     5945964     5947559         1596        1
 2485        +     5948126     5949931         1806        1
 2486        +     5952693     5955539         2847        1
 2487        +     5955698     5956012          315        1
 2488        +     5957206     5958039          834        1
 2489        +     5959142     5963974         4833        1
 2490        +     5964270     5965169          900        1
 2491        +     5965580     5967076         1497        1
 2492        +     5967391     5968791         1401        1
 2493        +     5969445     5970179          735        1
 2494        +     5970881     5972017         1137        1
 2495        +     5974156     5976804         2649        1
 2496        +     5977328     5979118         1791        1
 2497        +    <5979322     5980572         1251        1
 2498        +    <5980794     5982158         1365        1
 2499        +     5982701     5984209         1509        1
 2500        +     5985032     5989762         4731        1
 2501        +     5989986     5990720          735        1
 2502        +     5992013     5992690          678        1
 2503        +     5993955     5994794          840        1
 2504        +     5995371     5996570         1200        1
 2505        +    <5996754     5998610         1857        1
 2506        +     5999577     6000638         1062        1
 2507        +     6001328     6002755         1428        1
 2508        +     6003373     6004659         1287        1
 2509        +     6005110     6006321         1212        1
 2510        +     6006993     6008228         1236        1
 2511        +     6008560     6010017         1458        1
 2512        +     6011257     6012015          759        1
 2513        +     6012208     6014472         2265        1
 2514        +     6014790     6016496         1707        1
 2515        +     6017055     6018506         1452        1
 2516        +     6019276     6021339         2064        1
 2517        +     6025107     6026480         1374        1
 2518        +     6027757     6032946         5190        1
 2519        +     6033580     6034668         1089        1
 2520        +     6035334     6036029          696        1
 2521        +     6036312     6036752          441        1
 2522        +     6040020     6041144         1125        1
 2523        +     6041652     6044129         2478        1
 2524        +     6045093     6046196         1104        1
 2525        +     6047443     6048165          723        1
 2526        +     6050919     6052142         1224        1
 2527        +     6052664     6053530          867        1
 2528        +     6053890     6055536         1647        1
 2529        +     6056096     6057373         1278        1
 2530        +    <6057998     6059863         1866        1
 2531        +     6060257     6060658          402        1
 2532        +     6061401     6062087          687        1
 2533        +     6062445     6063725         1281        1
 2534        +     6064702     6067752         3051        1
 2535        +     6068591     6070261         1671        1
 2536        +     6070951     6072495         1545        1
 2537        +     6073699     6076527         2829        1
 2538        +     6076998     6078884         1887        1
 2539        +     6080026     6081417         1392        1
 2540        +     6081700     6082386          687        1
 2541        +     6083027     6083995          969        1
 2542        +     6086270     6088126         1857        1
 2543        +     6088439     6089557         1119        1
 2544        +     6089798     6092005         2208        1
 2545        +     6092325     6094262         1938        1
 2546        +     6094858     6097071         2214        1
 2547        +     6097992     6101072         3081        1
 2548        +     6101828     6102688          861        1
 2549        +     6103558     6104208          651        1
 2550        +     6104863     6106611         1749        1
 2551        +    <6106733     6108889         2157        1
 2552        +     6109451     6110842         1392        1
 2553        +     6111135     6111782          648        1
 2554        +     6112517     6114187         1671        1
 2555        +     6114998     6119284         4287        1
 2556        +     6119893     6121521         1629        1
 2557        +    <6122017     6123438         1422        1
 2558        +     6123986     6125659         1674        1
 2559        +     6126198     6127046          849        1
 2560        +     6127323     6128903         1581        1
 2561        +     6129740     6130687          948        1
 2562        +     6131656     6133038         1383        1
 2563        +     6134742     6137621         2880        1
 2564        +     6138031     6138786          756        1
 2565        +     6142263     6142673          411        1
 2566        +     6146332     6146862          531        1
 2567        +     6148935     6150668         1734        1
 2568        +     6150946     6152079         1134        1
 2569        +     6152452     6153804         1353        1
 2570        +     6154166     6155035          870        1
 2571        +     6155443     6156723         1281        1
 2572        +     6157315     6158598         1284        1
 2573        +     6159200     6160090          891        1
 2574        +     6160535     6161854         1320        1
 2575        +     6162451     6163404          954        1
 2576        +     6164037     6164861          825        1
 2577        +     6165743     6169300         3558        1
 2578        +     6169837     6171177         1341        1
 2579        +     6171509     6174121         2613        1
 2580        +     6174640     6175644         1005        1
 2581        +     6176143     6177441         1299        1
 2582        +     6178003     6180030         2028        1
 2583        +     6180616     6182391         1776        1
 2584        +     6182867     6183982         1116        1
 2585        +     6184418     6187876         3459        1
 2586        +     6188346     6189896         1551        1
 2587        +     6191517     6192836         1320        1
 2588        +     6193063     6195075         2013        1
 2589        +     6195377     6196549         1173        1
 2590        +     6197228     6198946         1719        1
 2591        +     6199560     6200390          831        1
 2592        +     6200753     6201763         1011        1
 2593        +     6202769     6204211         1443        1
 2594        +     6204602     6205693         1092        1
 2595        +     6205953     6207308         1356        1
 2596        +     6207736     6208698          963        1
 2597        +     6208902     6209678          777        1
 2598        +     6210138     6210533          396        1
 2599        +     6211872     6213866         1995        1
 2600        +     6214124     6215335         1212        1
 2601        +     6215554     6216741         1188        1
 2602        +     6217472     6219559         2088        1
 2603        +     6220122     6220955          834        1
 2604        +     6221346     6223682         2337        1
 2605        +     6224186     6226231         2046        1
 2606        +     6226676     6227377          702        1
 2607        +     6227630     6229114         1485        1
 2608        +     6229373     6230737         1365        1
 2609        +     6232768     6234126         1359        1
 2610        +     6236381     6236941          561        1
 2611        +     6237945     6239792         1848        1
 2612        +     6240158     6241102          945        1
 2613        +     6241490     6242155          666        1
 2614        +     6242872     6243705          834        1
 2615        +     6244300     6245829         1530        1
 2616        +     6246352     6247380         1029        1
 2617        +     6247986     6248909          924        1
 2618        +     6249611     6251188         1578        1
 2619        +     6252223     6252723          501        1
 2620        +     6253163     6254593         1431        1
 2621        +     6255020     6257986         2967        1
 2622        +     6258268     6259347         1080        1
 2623        +     6260194     6260589          396        1
 2624        +     6261369     6262262          894        1
 2625        +    <6262921     6265146         2226        1
 2626        +     6265819     6266385          567        1
 2627        +     6266715     6267911         1197        1
 2628        +     6268389     6269642         1254        1
 2629        +     6269853     6272567         2715        1
 2630        +     6272734     6274107         1374        1
 2631        +     6274924     6276525         1602        1
 2632        +     6277405     6280323         2919        1
 2633        +     6281239     6281976          738        1
 2634        +     6283225     6284748         1524        1
 2635        +     6285045     6287294         2250        1
 2636        +     6287561     6288862         1302        1
 2637        +     6289555     6293079         3525        1
 2638        +     6293560     6294567         1008        1
 2639        +     6295305     6296492         1188        1
 2640        +     6297468     6299513         2046        1
 2641        +    <6299893     6300327          435        1
 2642        +     6301514     6301912          399        1
 2643        +     6302847     6305486         2640        1
