GeneMark.hmm PROKARYOTIC (Version 3.20)
Date: Sat Jun 20 16:08:46 2020
Sequence file name: sequence
Model file name: /workspaces/pygmst/pygmst/genemark/MetaGeneMark_v1.mod
RBS: false

Model information: Heuristic_model_for_genetic_code_11_and_GC_37

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 1974        +     4361891     4362988         1098        1
 1975        +     4364004     4365026         1023        1
 1976        +     4365184     4367415         2232        1
 1977        +     4367770     4368441          672        1
 1978        +     4369007     4370434         1428        1
 1979        +     4371131     4372177         1047        1
 1980        +    <4372370     4373857         1488        1
 1981        +     4374362     4376977         2616        1
 1982        +     4377635     4378738         1104        1
 1983        +     4379322     4381223         1902        1
 1984        +     4381677     4382231          555        1
 1985        +     4382705     4383841         1137        1
 1986        +     4384117     4386324         2208        1
 1987        +     4386612     4387451          840        1
 1988        +     4388086     4389468         1383        1
 1989        +     4389711     4390871         1161        1
 1990        +     4394170     4396152         1983        1
 1991        +     4397424     4398890         1467        1
 1992        +     4399114     4400526         1413        1
 1993        +     4401205     4402347         1143        1
 1994        +     4402542     4404878         2337        1
 1995        +     4405391     4406035          645        1
 1996        +     4406340     4407656         1317        1
 1997        +     4407983     4412335         4353        1
 1998        +     4412655     4413707         1053        1
 1999        +     4414289     4414912          624        1
 2000        +     4415458     4416879         1422        1
 2001        +     4417310     4417825          516        1
 2002        +     4419194     4421515         2322        1
 2003        +    <4421826     4422695          870        1
 2004        +     4423506     4424597         1092        1
 2005        +     4425000     4426361         1362        1
 2006        +     4426634     4428187         1554        1
 2007        +     4429239     4430996         1758        1
 2008        +     4431223     4433310         2088        1
 2009        +     4433602     4435032         1431        1
 2010        +     4436127     4437170         1044        1
 2011        +     4437846     4439822         1977        1
 2012        +     4439905     4440144          240        1
 2013        +     4440672     4441334          663        1
 2014        +    <4441516     4442604         1089        1
 2015        +     4443339     4444505         1167        1
 2016        +     4444930     4445946         1017        1
 2017        +     4447572     4448426          855        1
 2018        +    <4448811     4449869         1059        1
 2019        +     4450371     4451900         1530        1
 2020        +     4452208     4454826         2619        1
 2021        +    <4454987     4456348         1362        1
 2022        +     4456788     4457594          807        1
 2023        +     4457856     4459223         1368        1
 2024        +     4459803     4460060          258        1
 2025        +     4462141     4463940         1800        1
 2026        +     4464503     4465975         1473        1
 2027        +     4466849     4467667          819        1
 2028        +     4468709     4470493         1785        1
 2029        +     4472697     4473872         1176        1
 2030        +     4474830     4476104         1275        1
 2031        +     4476435     4478117         1683        1
 2032        +     4478828     4481116         2289        1
 2033        +     4481793     4483721         1929        1
 2034        +     4485225     4485605          381        1
 2035        +     4486651     4488558         1908        1
 2036        +     4488824     4489411          588        1
 2037        +     4489633     4489803          171        1
 2038        +    <4490076     4491053          978        1
 2039        +     4492317     4493849         1533        1
 2040        +     4494767     4495831         1065        1
 2041        +     4496617     4497627         1011        1
 2042        +     4498577     4498999          423        1
 2043        +     4500860     4501960         1101        1
 2044        +     4502931     4503407          477        1
 2045        +     4503933     4504889          957        1
 2046        +     4505153     4505965          813        1
 2047        +     4506297     4507406         1110        1
 2048        +     4507765     4510101         2337        1
 2049        +     4510537     4511412          876        1
 2050        +    <4512085     4513455         1371        1
 2051        +    <4513605     4516088         2484        1
 2052        +     4516495     4517904         1410        1
 2053        +     4518882     4522388         3507        1
 2054        +     4522790     4525273         2484        1
 2055        +    <4525494     4526462          969        1
 2056        +     4526819     4527841         1023        1
 2057        +     4528477     4529898         1422        1
 2058        +     4530958     4532556         1599        1
 2059        +     4533080     4534624         1545        1
 2060        +     4534876     4536636         1761        1
 2061        +     4537541     4538776         1236        1
 2062        +    <4539607     4541142         1536        1
 2063        +     4542627     4543757         1131        1
 2064        +     4546213     4549596         3384        1
 2065        +     4550261     4551949         1689        1
 2066        +     4552609     4553757         1149        1
 2067        +     4553854     4554159          306        1
 2068        +     4554478     4555638         1161        1
 2069        +     4555721    >4555987          267        1
 2070        +     4556557     4559760         3204        1
 2071        +     4560060     4561607         1548        1
 2072        +     4562089     4562925          837        1
 2073        +     4563631     4565211         1581        1
 2074        +     4565607     4566908         1302        1
 2075        +     4567483     4569726         2244        1
 2076        +     4570748     4570882          135        1
 2077        +     4571878     4574922         3045        1
 2078        +     4575084     4577174         2091        1
 2079        +     4578923     4579123          201        1
 2080        +     4580781     4582364         1584        1
 2081        +     4582963     4584285         1323        1
 2082        +    <4584524     4585666         1143        1
 2083        +    <4585761     4593287         7527        1
 2084        +     4594924     4596117         1194        1
 2085        +     4596941     4598176         1236        1
 2086        +     4598268     4600697         2430        1
 2087        +    <4600964     4602973         2010        1
 2088        +     4604658     4605905         1248        1
 2089        +     4606592     4607560          969        1
 2090        +     4608338     4609843         1506        1
 2091        +     4610609     4611799         1191        1
 2092        +     4612244     4613116          873        1
 2093        +     4613471     4614610         1140        1
 2094        +     4615280     4615600          321        1
 2095        +     4616047     4616223          177        1
 2096        +     4616801     4618582         1782        1
 2097        +     4619330     4620184          855        1
 2098        +     4622090     4622971          882        1
 2099        +     4624285     4625043          759        1
 2100        +     4626317     4627657         1341        1
 2101        +     4627999     4629195         1197        1
 2102        +     4629527     4630627         1101        1
 2103        +    <4630772     4631779         1008        1
 2104        +     4632000     4633085         1086        1
 2105        +     4633707     4636514         2808        1
 2106        +     4636767     4637660          894        1
 2107        +     4638118     4638798          681        1
 2108        +     4640587     4640778          192        1
 2109        +     4641318     4644272         2955        1
 2110        +     4644756     4645676          921        1
 2111        +     4646100     4647008          909        1
 2112        +     4647290     4648477         1188        1
 2113        +     4649042     4652524         3483        1
 2114        +     4653017     4654723         1707        1
 2115        +     4655250     4656407         1158        1
 2116        +     4657143     4658411         1269        1
 2117        +     4659317     4659781          465        1
 2118        +     4661494     4663845         2352        1
 2119        +     4664145     4664816          672        1
 2120        +     4665586     4668996         3411        1
 2121        +     4669683     4672943         3261        1
 2122        +     4673448     4674380          933        1
 2123        +    <4674431     4675549         1119        1
 2124        +     4676346     4677749         1404        1
 2125        +    <4677951     4678778          828        1
 2126        +     4679379     4680125          747        1
 2127        +     4680406     4682094         1689        1
 2128        +     4682442     4683587         1146        1
 2129        +     4683971     4684834          864        1
 2130        +     4685336     4686607         1272        1
 2131        +     4689425     4690831         1407        1
 2132        +     4691511     4692644         1134        1
 2133        +     4693339     4696059         2721        1
 2134        +     4696757     4698304         1548        1
 2135        +    <4698614     4700062         1449        1
 2136        +     4700343     4701689         1347        1
 2137        +     4702202     4702423          222        1
 2138        +     4703514     4704248          735        1
 2139        +     4704734     4705780         1047        1
 2140        +     4706243     4710733         4491        1
 2141        +     4711378     4714095         2718        1
 2142        +     4714596     4715855         1260        1
 2143        +     4717639     4718625          987        1
 2144        +     4719021     4720823         1803        1
 2145        +     4721538     4723859         2322        1
 2146        +     4724596     4726593         1998        1
 2147        +     4727581     4727715          135        2
 2148        +     4727838     4728149          312        2
 2149        +     4728494     4729486          993        1
 2150        +     4729727     4730578          852        1
 2151        +     4731108     4732760         1653        1
 2152        +    <4732956     4734416         1461        1
 2153        +     4735142     4735876          735        1
 2154        +     4736335     4737954         1620        1
 2155        +    <4738274     4739095          822        1
 2156        +     4739191     4739310          120        1
 2157        +     4739597     4742179         2583        1
 2158        +     4742910     4744886         1977        1
 2159        +     4746007     4747644         1638        1
 2160        +     4749198     4750601         1404        1
 2161        +     4750733     4752082         1350        1
 2162        +     4752313     4754289         1977        1
 2163        +     4754721     4756442         1722        1
 2164        +     4756980     4757753          774        1
 2165        +     4758790     4759308          519        1
 2166        +     4760103     4761836         1734        1
 2167        +     4762017     4764695         2679        1
 2168        +     4765100     4769488         4389        1
 2169        +     4769926     4772358         2433        1
 2170        +     4773080     4773754          675        1
 2171        +     4773957     4774082          126        2
 2172        +     4775730     4776809         1080        1
 2173        +     4778207     4781515         3309        1
 2174        +     4781974     4783626         1653        1
 2175        +     4784919     4785056          138        2
 2176        +     4785566     4788370         2805        1
 2177        +     4788945     4789559          615        1
 2178        +     4789873     4791126         1254        1
 2179        +     4791442     4796391         4950        1
 2180        +     4797151     4798011          861        1
 2181        +     4801559     4804681         3123        1
 2182        +     4805098     4805271          174        2
 2183        +    <4806080     4807513         1434        1
 2184        +    <4808010     4811306         3297        1
 2185        +     4811388     4812677         1290        1
 2186        +     4812953     4813513          561        1
 2187        +     4814032     4815558         1527        1
 2188        +     4815848     4818373         2526        1
 2189        +     4818858     4820135         1278        1
 2190        +     4820794     4821450          657        1
 2191        +     4821841     4822506          666        1
 2192        +    <4823036     4824439         1404        1
 2193        +     4825038     4825961          924        1
 2194        +     4826837     4827160          324        1
 2195        +     4828913     4830937         2025        1
 2196        +     4831241     4832716         1476        1
 2197        +     4833249     4833656          408        1
 2198        +     4834382     4836331         1950        1
 2199        +     4837457     4842349         4893        1
 2200        +     4842667     4845465         2799        1
 2201        +     4845869     4847893         2025        1
 2202        +     4849307     4850857         1551        1
 2203        +     4851713     4852147          435        1
 2204        +     4853986     4854900          915        1
 2205        +    <4855307     4855972          666        1
 2206        +     4856798     4858435         1638        1
 2207        +     4858677     4859288          612        1
 2208        +     4861704     4863047         1344        1
 2209        +     4863531     4864007          477        1
 2210        +     4864695     4870502         5808        1
 2211        +     4870703     4872052         1350        1
 2212        +     4873080     4874810         1731        1
 2213        +     4875020     4876090         1071        1
 2214        +     4876755     4878704         1950        1
 2215        +     4879149     4880042          894        1
 2216        +     4880544     4881404          861        1
 2217        +     4881701     4882945         1245        1
 2218        +     4883198     4884181          984        1
 2219        +     4885524     4887281         1758        1
 2220        +     4888947     4890593         1647        1
 2221        +     4890887     4892062         1176        1
 2222        +     4892333     4894615         2283        1
 2223        +     4894933     4896732         1800        1
 2224        +     4897072     4898955         1884        1
 2225        +     4899279     4900838         1560        1
 2226        +    <4901122     4903005         1884        1
 2227        +     4903887     4906019         2133        1
 2228        +     4908486     4909565         1080        1
 2229        +     4910252     4910770          519        1
 2230        +     4911219     4913792         2574        1
 2231        +     4914120     4916276         2157        1
 2232        +     4916960     4919071         2112        1
 2233        +     4920002     4920790          789        1
 2234        +     4921212     4923233         2022        1
 2235        +     4924036     4924674          639        1
 2236        +     4925919     4927457         1539        1
 2237        +     4927977     4929803         1827        1
 2238        +     4933588     4936647         3060        1
 2239        +     4937223     4938878         1656        1
 2240        +     4939586     4941106         1521        1
 2241        +     4941400     4943052         1653        1
 2242        +     4944199     4945647         1449        1
 2243        +     4946283     4948067         1785        1
 2244        +     4948365     4949102          738        1
 2245        +     4949718     4950380          663        1
 2246        +     4950814     4952118         1305        1
 2247        +     4952987     4953610          624        1
 2248        +    <4953928     4956954         3027        1
 2249        +     4957288     4958220          933        1
 2250        +     4958524     4959975         1452        1
 2251        +     4961152     4961916          765        1
 2252        +    <4962281     4964767         2487        1
 2253        +     4964928     4966019         1092        1
 2254        +     4966366     4967151          786        1
 2255        +     4967614     4967922          309        1
 2256        +     4972630     4973748         1119        1
 2257        +     4974973     4975755          783        1
 2258        +     4976317     4979034         2718        1
 2259        +     4979481     4980908         1428        1
 2260        +     4982079     4983305         1227        1
 2261        +    <4983570     4990646         7077        1
 2262        +     4991219     4995412         4194        1
 2263        +     4995777     4996817         1041        1
 2264        +     4997436     4998479         1044        1
 2265        +     5001166     5003253         2088        1
 2266        +     5003396     5005021         1626        1
 2267        +     5005578     5006951         1374        1
 2268        +     5009112     5010131         1020        1
 2269        +     5010986     5012863         1878        1
 2270        +     5013535     5014416          882        1
 2271        +     5015425     5017782         2358        1
 2272        +     5018301     5019581         1281        1
 2273        +     5019940     5023716         3777        1
 2274        +     5024212     5025567         1356        1
 2275        +     5026126     5027694         1569        1
 2276        +     5028246     5030906         2661        1
 2277        +     5031131     5031784          654        1
 2278        +     5032312     5034468         2157        1
 2279        +    <5034629     5036911         2283        1
 2280        +     5037551     5039641         2091        1
 2281        +     5040048     5040269          222        1
 2282        +     5041282     5041458          177        1
 2283        +     5042628     5042990          363        1
 2284        +     5044871     5045773          903        1
 2285        +     5047063     5047194          132        2
 2286        +     5048136     5050049         1914        1
 2287        +     5051096     5051464          369        1
 2288        +     5052120     5056067         3948        1
 2289        +     5056549     5057052          504        1
 2290        +     5057681     5059570         1890        1
 2291        +     5059985     5061313         1329        1
 2292        +     5062293     5063012          720        1
 2293        +     5064530     5065753         1224        1
 2294        +     5066115     5067683         1569        1
 2295        +     5068318     5068965          648        1
 2296        +     5069944     5071200         1257        1
 2297        +     5071764     5074742         2979        1
 2298        +     5075721     5077970         2250        1
 2299        +     5081488     5083197         1710        1
 2300        +     5087197     5088207         1011        1
 2301        +     5089363     5091798         2436        1
 2302        +     5092259     5094286         2028        1
 2303        +     5094808     5095251          444        1
 2304        +     5096057     5097016          960        1
 2305        +     5097538     5098776         1239        1
 2306        +     5099216     5099872          657        1
 2307        +     5100721     5102322         1602        1
 2308        +     5103344     5104312          969        1
 2309        +     5104677     5104910          234        2
 2310        +     5105142     5105411          270        1
 2311        +    <5106401     5108092         1692        1
 2312        +     5108287     5109687         1401        1
 2313        +     5110056     5112965         2910        1
 2314        +     5113972     5114649          678        1
 2315        +     5115453     5117486         2034        1
 2316        +    <5118389     5119021          633        1
 2317        +     5121279     5124446         3168        1
 2318        +     5125545     5127089         1545        1
 2319        +     5127382     5127723          342        2
 2320        +     5131508     5132293          786        1
 2321        +     5132525     5134363         1839        1
 2322        +     5135064     5136605         1542        1
 2323        +     5137350     5138099          750        1
 2324        +     5138491     5139018          528        1
 2325        +     5140013     5140177          165        2
 2326        +     5140396     5142075         1680        1
 2327        +    <5142661     5145081         2421        1
 2328        +     5145530     5147251         1722        1
 2329        +     5147285     5147470          186        1
 2330        +     5147980     5149191         1212        1
 2331        +    <5149286     5149396          111        1
 2332        +     5150084     5151940         1857        1
 2333        +     5152354     5153673         1320        1
 2334        +     5154301     5156712         2412        1
 2335        +     5157178     5157726          549        1
 2336        +     5159679     5160953         1275        2
 2337        +     5161900     5163147         1248        1
 2338        +     5163806     5165158         1353        1
 2339        +     5165458     5168061         2604        1
 2340        +     5168631     5169941         1311        1
 2341        +     5170816     5172351         1536        1
 2342        +     5173690     5174778         1089        1
 2343        +     5175205     5176635         1431        1
 2344        +     5177467     5180073         2607        1
 2345        +    <5180405     5181628         1224        1
 2346        +     5181930     5182757          828        1
 2347        +     5183785     5184384          600        1
 2348        +     5184917     5185453          537        1
 2349        +     5185857     5186612          756        1
 2350        +     5187493     5190810         3318        1
 2351        +     5191232     5192917         1686        1
 2352        +     5193936     5195948         2013        1
 2353        +     5196712     5198112         1401        1
 2354        +     5199698     5202547         2850        1
 2355        +     5202810     5204399         1590        1
 2356        +     5205102     5206208         1107        1
 2357        +     5207334     5208086          753        1
 2358        +     5209158     5209970          813        1
 2359        +    <5210093     5211721         1629        1
 2360        +     5212039     5213346         1308        1
 2361        +     5213934     5216831         2898        1
 2362        +    <5217133     5218551         1419        1
 2363        +    <5218769     5221612         2844        1
 2364        +     5222083     5224386         2304        1
 2365        +     5224733     5226667         1935        1
 2366        +     5226992     5228254         1263        1
 2367        +     5229075     5231318         2244        1
 2368        +     5231811     5232131          321        2
 2369        +     5233008     5235302         2295        1
 2370        +     5235824     5236435          612        1
 2371        +    <5236710     5236799           90        1
 2372        +     5237044     5239962         2919        1
 2373        +     5240362     5241264          903        1
 2374        +     5241516     5242856         1341        1
 2375        +     5243307     5245109         1803        1
 2376        +     5245368     5245952          585        1
 2377        +     5246899     5249010         2112        1
 2378        +     5249233     5251668         2436        1
 2379        +     5252041     5252568          528        1
 2380        +     5253113     5253994          882        1
 2381        +     5255144     5255329          186        1
 2382        +     5255837     5256994         1158        1
 2383        +     5257436     5257924          489        1
 2384        +     5258698     5261676         2979        1
 2385        +     5261931     5263607         1677        1
 2386        +     5264140     5270739         6600        1
 2387        +     5271095     5272696         1602        1
 2388        +     5272975     5273982         1008        1
 2389        +     5274933     5275130          198        2
 2390        +     5276036     5277760         1725        1
 2391        +     5278318     5278932          615        1
 2392        +     5281088     5281345          258        1
 2393        +     5282258     5282782          525        1
 2394        +     5283301     5285250         1950        1
 2395        +     5285978     5287363         1386        1
 2396        +     5287743     5290931         3189        1
 2397        +     5291630     5293465         1836        1
 2398        +     5294208     5294810          603        1
 2399        +     5295693     5295887          195        1
 2400        +     5297077     5297796          720        2
 2401        +     5300045     5301580         1536        1
 2402        +     5303143     5304468         1326        1
 2403        +     5304959     5305915          957        1
 2404        +     5307775     5308536          762        1
 2405        +     5309105     5310463         1359        1
 2406        +     5310868     5312808         1941        1
 2407        +     5313165     5313347          183        2
 2408        +     5313378     5313830          453        1
 2409        +     5314392     5317868         3477        1
 2410        +     5318388     5319911         1524        1
 2411        +     5320455     5322482         2028        1
 2412        +     5322943     5324400         1458        1
 2413        +     5325210     5328503         3294        1
 2414        +     5328991     5329719          729        1
 2415        +     5330471     5332342         1872        1
 2416        +     5332723     5333934         1212        1
 2417        +     5334271     5336568         2298        1
 2418        +    <5336789     5337943         1155        1
 2419        +     5338346     5339329          984        1
 2420        +    <5339934     5341472         1539        1
 2421        +     5342423     5344018         1596        1
 2422        +     5344332     5346761         2430        1
 2423        +     5347082     5348071          990        1
 2424        +     5349934     5353407         3474        1
 2425        +     5354146     5355387         1242        1
 2426        +     5356545     5356976          432        1
 2427        +     5357722     5358339          618        1
 2428        +     5359009     5360034         1026        1
 2429        +     5360739     5362082         1344        1
 2430        +     5362455     5364821         2367        1
 2431        +     5365194     5365364          171        1
 2432        +     5365684     5366700         1017        1
 2433        +     5367562     5369553         1992        1
 2434        +     5370002     5375071         5070        1
 2435        +     5375438     5377894         2457        1
 2436        +     5378310     5379218          909        1
 2437        +    <5379519     5380670         1152        1
 2438        +     5381427     5382557         1131        1
 2439        +     5383615     5384295          681        1
 2440        +     5384931     5386175         1245        1
 2441        +     5386724     5387845         1122        1
 2442        +     5388073     5389917         1845        1
 2443        +     5390784     5391236          453        1
 2444        +     5393675     5395099         1425        1
 2445        +     5395756     5396886         1131        1
 2446        +     5397220     5399301         2082        1
 2447        +     5399535     5400863         1329        1
 2448        +     5401404     5401889          486        1
 2449        +     5402235     5403452         1218        1
 2450        +     5403806     5404171          366        1
 2451        +     5406888     5408687         1800        1
 2452        +     5409734     5410546          813        1
 2453        +     5411053     5418060         7008        1
 2454        +     5418413     5418688          276        1
 2455        +     5418867     5420813         1947        1
 2456        +    <5420945     5421328          384        1
 2457        +     5423575     5424675         1101        1
 2458        +     5424799     5424939          141        1
 2459        +     5425166     5426716         1551        1
 2460        +     5426983     5427801          819        1
 2461        +     5428554     5430044         1491        1
 2462        +     5430413     5431309          897        1
 2463        +     5431731     5433209         1479        1
 2464        +     5433761     5433874          114        1
 2465        +     5434169     5435098          930        1
 2466        +     5437699     5438988         1290        1
 2467        +     5440186     5441007          822        1
 2468        +     5442086     5442319          234        1
 2469        +     5443108     5444103          996        1
 2470        +     5444652     5447099         2448        1
 2471        +     5447486     5447989          504        1
 2472        +     5448627     5450768         2142        1
 2473        +     5453161     5454762         1602        1
 2474        +     5455098     5457758         2661        1
 2475        +     5458610     5460538         1929        1
 2476        +     5460893     5462122         1230        1
 2477        +     5462350     5464182         1833        1
 2478        +    <5464281     5466389         2109        1
 2479        +     5466782     5468017         1236        1
 2480        +     5468355     5469695         1341        1
 2481        +     5470287     5472710         2424        1
 2482        +     5474398     5476041         1644        1
 2483        +     5476938     5477591          654        1
 2484        +     5479656     5479784          129        1
 2485        +     5480640     5482472         1833        1
 2486        +     5482763     5486479         3717        1
 2487        +     5486999     5487619          621        1
 2488        +     5488006     5492421         4416        1
 2489        +     5492681     5494153         1473        1
 2490        +     5494386     5495492         1107        1
 2491        +     5495890     5497029         1140        1
 2492        +    <5497282     5498253          972        1
 2493        +     5498912     5500201         1290        1
 2494        +     5500812     5502230         1419        1
 2495        +    <5502537     5503979         1443        1
 2496        +     5505459     5507435         1977        1
 2497        +     5508078     5509265         1188        1
 2498        +     5509679     5510443          765        1
 2499        +     5511125     5511772          648        1
 2500        +     5512666     5513406          741        2
 2501        +    <5513858     5514538          681        1
 2502        +     5516082     5518307         2226        1
 2503        +     5518668     5519948         1281        1
 2504        +     5520504     5521391          888        1
 2505        +     5522532     5524310         1779        1
 2506        +     5524750     5527116         2367        1
 2507        +     5527776     5528711          936        1
 2508        +     5529039     5530778         1740        1
 2509        +     5531859     5532515          657        1
 2510        +     5533179     5533877          699        1
 2511        +     5534239     5534853          615        1
 2512        +     5535859     5537706         1848        1
 2513        +     5538884     5540821         1938        1
 2514        +     5541242     5542276         1035        1
 2515        +     5542543     5544597         2055        1
 2516        +     5544756     5546705         1950        1
 2517        +     5547020     5549362         2343        1
 2518        +     5550028     5550942          915        1
 2519        +     5551419     5552564         1146        1
 2520        +     5552864     5553808          945        1
 2521        +     5554233     5555258         1026        1
 2522        +     5555623     5556510          888        1
 2523        +     5557103     5559859         2757        1
 2524        +     5560561     5561487          927        1
 2525        +     5562536     5564605         2070        1
 2526        +    <5564866     5566152         1287        1
 2527        +    <5566446     5568227         1782        1
 2528        +     5568665     5572183         3519        1
 2529        +    <5572397     5572522          126        1
 2530        +     5572594     5573730         1137        1
 2531        +     5574099     5575763         1665        1
 2532        +     5576274     5577503         1230        1
 2533        +     5577987     5582492         4506        1
 2534        +     5582813     5583274          462        1
 2535        +     5584313     5590903         6591        1
 2536        +     5591337     5594012         2676        1
 2537        +     5595777     5596286          510        1
 2538        +     5597240     5598412         1173        1
 2539        +     5599297     5599584          288        2
 2540        +     5599723     5600007          285        1
 2541        +     5600413     5600658          246        2
 2542        +     5601856     5604156         2301        1
 2543        +     5604285     5605583         1299        1
 2544        +     5607216     5609015         1800        1
 2545        +     5609389     5611434         2046        1
 2546        +     5611744     5612598          855        1
 2547        +     5612938     5615088         2151        1
 2548        +     5615745     5616197          453        1
 2549        +     5617576     5617950          375        1
 2550        +     5618714     5623792         5079        1
 2551        +     5624305     5630094         5790        1
 2552        +     5630427     5631017          591        2
 2553        +     5631889     5632899         1011        1
 2554        +     5633576     5635240         1665        1
 2555        +     5636501     5637193          693        1
 2556        +     5638181     5638681          501        1
 2557        +     5639484     5639609          126        2
 2558        +     5639606     5640487          882        1
 2559        +     5640645     5640872          228        1
 2560        +     5642134     5643162         1029        1
 2561        +     5644877     5645530          654        1
 2562        +     5645973     5647313         1341        1
 2563        +     5648526     5649434          909        1
 2564        +     5650510     5651784         1275        1
 2565        +     5652291     5653898         1608        1
 2566        +    <5654061     5654993          933        1
 2567        +     5655415     5655846          432        1
 2568        +    <5656218     5657576         1359        1
 2569        +     5657751     5658980         1230        1
 2570        +     5659256     5662312         3057        1
 2571        +     5662683     5664377         1695        1
 2572        +     5664719     5667022         2304        1
 2573        +     5667786     5669312         1527        1
 2574        +     5670009     5671622         1614        1
 2575        +     5671815     5672411          597        1
 2576        +     5675611     5679630         4020        1
 2577        +     5680074     5680967          894        1
 2578        +     5681545     5682681         1137        1
 2579        +     5684667     5687927         3261        1
 2580        +    <5689420     5689494           75        2
 2581        +     5690109     5692928         2820        1
 2582        +     5693434     5694357          924        1
 2583        +     5694683     5697319         2637        1
 2584        +     5697673     5699046         1374        1
 2585        +     5700881     5702236         1356        1
 2586        +     5702494     5703036          543        1
 2587        +     5704117     5706528         2412        1
 2588        +     5706939     5708363         1425        1
 2589        +     5709121     5709879          759        1
 2590        +    <5710115     5712145         2031        1
 2591        +     5712567     5714789         2223        1
 2592        +     5715372     5716688         1317        1
 2593        +     5717243     5718889         1647        1
 2594        +     5719345     5721060         1716        1
 2595        +     5724021     5725859         1839        1
 2596        +    <5726197     5728194         1998        1
 2597        +     5729351     5732026         2676        1
 2598        +     5732689     5733798         1110        1
 2599        +     5734450     5736204         1755        1
 2600        +     5736634     5737788         1155        1
 2601        +     5739660     5739896          237        1
 2602        +     5740931     5742301         1371        1
 2603        +     5742859     5743926         1068        1
 2604        +     5744385     5745524         1140        1
 2605        +     5745750     5747729         1980        1
 2606        +     5748349     5751687         3339        1
 2607        +     5752067     5753800         1734        1
 2608        +     5754107     5755759         1653        1
 2609        +     5756298     5762096         5799        1
 2610        +    <5764113     5764217          105        1
 2611        +     5764714     5766390         1677        1
 2612        +     5767703     5768197          495        1
 2613        +     5768318     5768458          141        1
 2614        +     5772467     5774308         1842        1
 2615        +     5774663     5776210         1548        1
 2616        +     5776667     5779387         2721        1
 2617        +     5779715     5782042         2328        1
 2618        +     5782485     5784434         1950        1
 2619        +     5784973     5786238         1266        1
 2620        +     5788021     5788839          819        1
 2621        +     5789421     5792282         2862        1
 2622        +    <5792758     5792847           90        1
 2623        +     5793109     5799003         5895        1
 2624        +    <5799172     5800563         1392        1
 2625        +     5801038     5801961          924        1
 2626        +     5802386     5804242         1857        1
 2627        +     5805274     5805651          378        1
 2628        +     5806152     5807705         1554        1
 2629        +     5808235     5809089          855        2
 2630        +     5809341     5810324          984        1
 2631        +     5810610     5811596          987        1
 2632        +     5812225     5813889         1665        1
 2633        +     5814689     5818795         4107        1
 2634        +     5819085     5819696          612        1
 2635        +     5819892     5820191          300        1
 2636        +     5821637     5822959         1323        1
 2637        +     5823255     5825312         2058        1
 2638        +     5825832     5826620          789        1
 2639        +    <5826915     5827958         1044        1
 2640        +     5829216     5829980          765        1
 2641        +    <5830558     5831802         1245        1
 2642        +     5832750     5833124          375        2
 2643        +     5833419     5835542         2124        1
 2644        +     5835778     5837463         1686        1
 2645        +     5837918     5838541          624        1
 2646        +     5839221     5840429         1209        1
 2647        +     5841012     5846846         5835        1
 2648        +     5847293     5848576         1284        1
 2649        +     5848805     5849044          240        2
 2650        +     5849177     5849797          621        2
 2651        +     5849801     5850013          213        2
 2652        +    <5850116     5851531         1416        1
 2653        +    <5851689     5855453         3765        1
 2654        +     5855775     5856671          897        1
 2655        +    <5856901     5858661         1761        1
 2656        +     5859502     5863188         3687        1
 2657        +     5864072     5865706         1635        1
 2658        +     5866005     5867708         1704        1
 2659        +     5868448     5870484         2037        1
 2660        +     5871977     5872810          834        1
 2661        +     5873086     5873187          102        2
 2662        +     5873367     5875700         2334        1
 2663        +     5875778     5876200          423        1
 2664        +     5876612     5877679         1068        1
 2665        +     5878586     5879785         1200        1
 2666        +     5881185     5883224         2040        1
 2667        +    <5883401     5884270          870        1
 2668        +     5885105     5887270         2166        1
 2669        +     5888349     5889263          915        1
 2670        +     5889503     5890177          675        1
 2671        +     5890683     5892344         1662        1
 2672        +     5892513     5892866          354        1
 2673        +     5893337     5893513          177        2
 2674        +     5896041     5897171         1131        1
 2675        +     5897604     5898545          942        1
 2676        +     5899092     5900159         1068        1
 2677        +     5901010     5901672          663        1
 2678        +    <5904453     5905781         1329        1
 2679        +     5907065     5909683         2619        1
 2680        +     5910469     5912088         1620        1
 2681        +     5912402     5913487         1086        1
 2682        +     5914030     5915988         1959        1
 2683        +     5916683     5917603          921        1
 2684        +     5917994     5921923         3930        1
 2685        +     5923220     5924707         1488        1
 2686        +     5925356     5926510         1155        1
 2687        +     5926919     5928847         1929        1
 2688        +     5929341     5930852         1512        1
 2689        +    <5930981     5931943          963        1
 2690        +     5932539     5934884         2346        1
 2691        +     5935611     5936585          975        1
 2692        +    <5936928     5941505         4578        1
 2693        +     5942027     5944117         2091        1
 2694        +     5944767     5945630          864        1
 2695        +     5945964     5947559         1596        1
 2696        +     5948126     5949931         1806        1
 2697        +     5952693     5955539         2847        1
 2698        +     5955698     5956012          315        1
 2699        +     5957206     5958039          834        1
 2700        +     5959142     5963974         4833        1
 2701        +     5964270     5965169          900        1
 2702        +     5965580     5967076         1497        1
 2703        +    <5967391     5968791         1401        1
 2704        +     5969445     5970179          735        1
 2705        +     5970881     5972017         1137        1
 2706        +     5974156     5976804         2649        1
 2707        +     5977328     5979118         1791        1
 2708        +    <5979322     5980572         1251        1
 2709        +    <5980794     5982158         1365        1
